execution_id,model,time_model_python
7ac92807-8479-4565-91a0-e6030a279eb1,Polyfit,100
7ac92807-8479-4565-91a0-e6030a279eb1,CrossCorrelation,17
7ac92807-8479-4565-91a0-e6030a279eb1,Multireg,34
11ee053b-cdc5-44fa-8938-b33bfc87a1fb,Polyfit,5
11ee053b-cdc5-44fa-8938-b33bfc87a1fb,CrossCorrelation,2
11ee053b-cdc5-44fa-8938-b33bfc87a1fb,Multireg,9
89bc0301-9a78-4148-8488-ff380b4862ad,Polyfit,8
89bc0301-9a78-4148-8488-ff380b4862ad,CrossCorrelation,2
89bc0301-9a78-4148-8488-ff380b4862ad,Multireg,9
08987fec-e0e3-4c90-a743-7cc74b8f7ce1,Polyfit,12
08987fec-e0e3-4c90-a743-7cc74b8f7ce1,CrossCorrelation,2
08987fec-e0e3-4c90-a743-7cc74b8f7ce1,Multireg,9
71d81341-5b39-4390-b6b1-f0ae89a56d98,Polyfit,11
71d81341-5b39-4390-b6b1-f0ae89a56d98,CrossCorrelation,2
71d81341-5b39-4390-b6b1-f0ae89a56d98,Multireg,9
d7801508-97b1-4e89-b659-db58bbb03426,Polyfit,12
d7801508-97b1-4e89-b659-db58bbb03426,CrossCorrelation,3
d7801508-97b1-4e89-b659-db58bbb03426,Multireg,9
7e96a6bd-2997-4596-ba83-4713fffe6abd,Polyfit,25
7e96a6bd-2997-4596-ba83-4713fffe6abd,CrossCorrelation,5
7e96a6bd-2997-4596-ba83-4713fffe6abd,Multireg,15
fcd4a4ae-0c8a-4782-ac04-1707ace01558,Polyfit,29
fcd4a4ae-0c8a-4782-ac04-1707ace01558,CrossCorrelation,6
fcd4a4ae-0c8a-4782-ac04-1707ace01558,Multireg,16
7fcde91c-32f3-4558-825c-3d31d2726c60,Polyfit,30
7fcde91c-32f3-4558-825c-3d31d2726c60,CrossCorrelation,6
7fcde91c-32f3-4558-825c-3d31d2726c60,Multireg,17
9bdd2c7e-16d0-4c03-b108-bfc07e2da427,Polyfit,33
9bdd2c7e-16d0-4c03-b108-bfc07e2da427,CrossCorrelation,7
9bdd2c7e-16d0-4c03-b108-bfc07e2da427,Multireg,17
fb9de2a8-f281-40a6-b94b-de09518333fb,Polyfit,93
fb9de2a8-f281-40a6-b94b-de09518333fb,CrossCorrelation,15
fb9de2a8-f281-40a6-b94b-de09518333fb,Multireg,32
869600a2-21a4-4730-9880-87c8c08cad40,Polyfit,97
869600a2-21a4-4730-9880-87c8c08cad40,CrossCorrelation,17
869600a2-21a4-4730-9880-87c8c08cad40,Multireg,34
e81b8bb9-57ed-4220-8a90-7c7a44ab9b19,Polyfit,6
e81b8bb9-57ed-4220-8a90-7c7a44ab9b19,CrossCorrelation,3
e81b8bb9-57ed-4220-8a90-7c7a44ab9b19,Multireg,9
552c4f8d-af03-4279-8045-1af9021aeb4d,Polyfit,8
552c4f8d-af03-4279-8045-1af9021aeb4d,CrossCorrelation,2
552c4f8d-af03-4279-8045-1af9021aeb4d,Multireg,9
139d8df6-97e3-4f22-a32e-567f56afe1c5,Polyfit,13
139d8df6-97e3-4f22-a32e-567f56afe1c5,CrossCorrelation,2
139d8df6-97e3-4f22-a32e-567f56afe1c5,Multireg,10
9b83464b-79d8-468c-9006-736a1123ce8a,Polyfit,14
9b83464b-79d8-468c-9006-736a1123ce8a,CrossCorrelation,2
9b83464b-79d8-468c-9006-736a1123ce8a,Multireg,11
55540be6-4439-4cc6-a4dd-941f56670e42,Polyfit,12
55540be6-4439-4cc6-a4dd-941f56670e42,CrossCorrelation,3
55540be6-4439-4cc6-a4dd-941f56670e42,Multireg,10
04f63b2a-6ac2-4912-aa7a-ba1f305f88a1,Polyfit,24
04f63b2a-6ac2-4912-aa7a-ba1f305f88a1,CrossCorrelation,5
04f63b2a-6ac2-4912-aa7a-ba1f305f88a1,Multireg,15
7ec2d39e-0740-4302-aa45-4c5403c38d9b,Polyfit,29
7ec2d39e-0740-4302-aa45-4c5403c38d9b,CrossCorrelation,6
7ec2d39e-0740-4302-aa45-4c5403c38d9b,Multireg,16
64047205-56b5-44f3-9a2f-f804929d4789,Polyfit,31
64047205-56b5-44f3-9a2f-f804929d4789,CrossCorrelation,6
64047205-56b5-44f3-9a2f-f804929d4789,Multireg,17
335456e5-4b3f-4631-aa52-557f326937f9,Polyfit,33
335456e5-4b3f-4631-aa52-557f326937f9,CrossCorrelation,7
335456e5-4b3f-4631-aa52-557f326937f9,Multireg,18
2e9ba82f-2ec5-41a8-b6ba-d61c141421d0,Polyfit,94
2e9ba82f-2ec5-41a8-b6ba-d61c141421d0,CrossCorrelation,15
2e9ba82f-2ec5-41a8-b6ba-d61c141421d0,Multireg,34
9a59c2e6-debd-429c-a72e-c77b6e2e7693,Polyfit,102
9a59c2e6-debd-429c-a72e-c77b6e2e7693,CrossCorrelation,17
9a59c2e6-debd-429c-a72e-c77b6e2e7693,Multireg,35
ed0260af-9e44-4c8c-bd37-89e18b6709e6,Polyfit,5
ed0260af-9e44-4c8c-bd37-89e18b6709e6,CrossCorrelation,2
ed0260af-9e44-4c8c-bd37-89e18b6709e6,Multireg,11
890b75d3-dbe3-4aa6-8da6-9029d402d41f,Polyfit,8
890b75d3-dbe3-4aa6-8da6-9029d402d41f,CrossCorrelation,2
890b75d3-dbe3-4aa6-8da6-9029d402d41f,Multireg,9
2c42d588-8e66-4ca1-b5bd-b2826bacbf42,Polyfit,11
2c42d588-8e66-4ca1-b5bd-b2826bacbf42,CrossCorrelation,2
2c42d588-8e66-4ca1-b5bd-b2826bacbf42,Multireg,11
c289a2db-4e4f-4794-941c-fa196fbb823f,Polyfit,12
c289a2db-4e4f-4794-941c-fa196fbb823f,CrossCorrelation,2
c289a2db-4e4f-4794-941c-fa196fbb823f,Multireg,9
aacd2470-16a2-434b-b115-a8895ee48f31,Polyfit,12
aacd2470-16a2-434b-b115-a8895ee48f31,CrossCorrelation,3
aacd2470-16a2-434b-b115-a8895ee48f31,Multireg,9
abe9cf31-ab04-45ae-abab-4d699e5d6021,Polyfit,25
abe9cf31-ab04-45ae-abab-4d699e5d6021,CrossCorrelation,5
abe9cf31-ab04-45ae-abab-4d699e5d6021,Multireg,15
bf7fc17e-b216-4348-8a21-7f3c7d2c55ba,Polyfit,29
bf7fc17e-b216-4348-8a21-7f3c7d2c55ba,CrossCorrelation,6
bf7fc17e-b216-4348-8a21-7f3c7d2c55ba,Multireg,16
c1c3ad7e-a7bb-428a-9f5d-01e1b3245763,Polyfit,31
c1c3ad7e-a7bb-428a-9f5d-01e1b3245763,CrossCorrelation,6
c1c3ad7e-a7bb-428a-9f5d-01e1b3245763,Multireg,17
d34dbbc6-3290-49ee-a5b2-bb11394a748a,Polyfit,33
d34dbbc6-3290-49ee-a5b2-bb11394a748a,CrossCorrelation,7
d34dbbc6-3290-49ee-a5b2-bb11394a748a,Multireg,17
d927ecf5-cde7-4fa1-bba6-f84e119f58c4,Polyfit,92
d927ecf5-cde7-4fa1-bba6-f84e119f58c4,CrossCorrelation,15
d927ecf5-cde7-4fa1-bba6-f84e119f58c4,Multireg,32
6082506b-59da-49bf-bc99-292de48725e8,Polyfit,102
6082506b-59da-49bf-bc99-292de48725e8,CrossCorrelation,17
6082506b-59da-49bf-bc99-292de48725e8,Multireg,34
a38a8562-d797-408a-aa99-26ceb6cd7f13,Polyfit,5
a38a8562-d797-408a-aa99-26ceb6cd7f13,CrossCorrelation,2
a38a8562-d797-408a-aa99-26ceb6cd7f13,Multireg,9
5d515a1e-687a-4fe0-98c5-59871da4dbdc,Polyfit,8
5d515a1e-687a-4fe0-98c5-59871da4dbdc,CrossCorrelation,2
5d515a1e-687a-4fe0-98c5-59871da4dbdc,Multireg,9
ea9bc0dc-688c-4f04-8471-0f7a8e3f1267,Polyfit,11
ea9bc0dc-688c-4f04-8471-0f7a8e3f1267,CrossCorrelation,2
ea9bc0dc-688c-4f04-8471-0f7a8e3f1267,Multireg,9
dc0fc5c6-1f54-4a64-9584-a1c7879e9993,Polyfit,11
dc0fc5c6-1f54-4a64-9584-a1c7879e9993,CrossCorrelation,2
dc0fc5c6-1f54-4a64-9584-a1c7879e9993,Multireg,9
f62730d4-8565-4f72-b94b-dfd7f9556ab7,Polyfit,12
f62730d4-8565-4f72-b94b-dfd7f9556ab7,CrossCorrelation,3
f62730d4-8565-4f72-b94b-dfd7f9556ab7,Multireg,9
6044799d-507a-4949-acd6-3bc4097fff61,Polyfit,24
6044799d-507a-4949-acd6-3bc4097fff61,CrossCorrelation,5
6044799d-507a-4949-acd6-3bc4097fff61,Multireg,15
e88b87c8-6811-4b1d-88d9-42cdfa0f80de,Polyfit,28
e88b87c8-6811-4b1d-88d9-42cdfa0f80de,CrossCorrelation,6
e88b87c8-6811-4b1d-88d9-42cdfa0f80de,Multireg,16
7e62fcf3-11d6-4d70-81b1-e7bbce4599c8,Polyfit,42
7e62fcf3-11d6-4d70-81b1-e7bbce4599c8,CrossCorrelation,7
7e62fcf3-11d6-4d70-81b1-e7bbce4599c8,Multireg,28
0b4bceee-24d5-4f7e-875e-f708a8386b36,Polyfit,33
0b4bceee-24d5-4f7e-875e-f708a8386b36,CrossCorrelation,7
0b4bceee-24d5-4f7e-875e-f708a8386b36,Multireg,17
1d7e35d0-e692-4455-b0a8-0c70b84caf62,Polyfit,92
1d7e35d0-e692-4455-b0a8-0c70b84caf62,CrossCorrelation,15
1d7e35d0-e692-4455-b0a8-0c70b84caf62,Multireg,32
20efa808-5a53-4860-8ef7-ce2f4a27fb31,Polyfit,100
20efa808-5a53-4860-8ef7-ce2f4a27fb31,CrossCorrelation,17
20efa808-5a53-4860-8ef7-ce2f4a27fb31,Multireg,34
4192a8b9-9740-410f-89bd-effe9b6cddb5,Polyfit,5
4192a8b9-9740-410f-89bd-effe9b6cddb5,CrossCorrelation,2
4192a8b9-9740-410f-89bd-effe9b6cddb5,Multireg,9
757c7b66-2b54-4449-833b-ec3694e23c64,Polyfit,27
757c7b66-2b54-4449-833b-ec3694e23c64,CrossCorrelation,5
757c7b66-2b54-4449-833b-ec3694e23c64,Multireg,17
ffa08025-a588-4994-b7fa-9b3bf38da7d6,Polyfit,6
ffa08025-a588-4994-b7fa-9b3bf38da7d6,CrossCorrelation,1
ffa08025-a588-4994-b7fa-9b3bf38da7d6,Multireg,3
8df77846-72a2-497e-b6d7-55a28c0fa93a,Polyfit,5
51f2647e-a831-457d-afdf-5476ec20b472,CrossCorrelation,2
330aa641-d0c5-4b79-b191-dcf60f670d00,Multireg,10
c22dbc04-dfb0-45c2-af98-174cfd92642d,Multireg,10
c22dbc04-dfb0-45c2-af98-174cfd92642d,Polyfit,5
310c2a1d-244f-4b77-bbb8-2bc0385c5c93,Polyfit,5
310c2a1d-244f-4b77-bbb8-2bc0385c5c93,CrossCorrelation,2
310c2a1d-244f-4b77-bbb8-2bc0385c5c93,Multireg,9
e792d730-24a9-43c7-813e-738fecb1e2a5,Polyfit,8
e792d730-24a9-43c7-813e-738fecb1e2a5,CrossCorrelation,2
e792d730-24a9-43c7-813e-738fecb1e2a5,Multireg,9
c39b58dd-ab15-4ecd-a4cf-d0c5c6bd3248,Polyfit,11
c39b58dd-ab15-4ecd-a4cf-d0c5c6bd3248,CrossCorrelation,2
c39b58dd-ab15-4ecd-a4cf-d0c5c6bd3248,Multireg,9
07905661-c07a-4f86-ab29-15336cb4efa3,Polyfit,12
07905661-c07a-4f86-ab29-15336cb4efa3,CrossCorrelation,2
07905661-c07a-4f86-ab29-15336cb4efa3,Multireg,10
fce1588e-70f7-49c9-844f-1e1d5af49c06,Polyfit,13
fce1588e-70f7-49c9-844f-1e1d5af49c06,CrossCorrelation,4
fce1588e-70f7-49c9-844f-1e1d5af49c06,Multireg,10
2a644b65-9296-4017-8ca9-68e61df9ca2c,Polyfit,29
2a644b65-9296-4017-8ca9-68e61df9ca2c,CrossCorrelation,6
2a644b65-9296-4017-8ca9-68e61df9ca2c,Multireg,29
317aae3e-d725-4fab-bc34-20f2673e6178,Polyfit,29
317aae3e-d725-4fab-bc34-20f2673e6178,CrossCorrelation,6
317aae3e-d725-4fab-bc34-20f2673e6178,Multireg,16
539903b1-66ce-4d92-a19f-7fe85631d72c,Polyfit,32
539903b1-66ce-4d92-a19f-7fe85631d72c,CrossCorrelation,6
539903b1-66ce-4d92-a19f-7fe85631d72c,Multireg,17
e9a509b2-141b-4a0c-8301-2bdad508f03f,Polyfit,33
e9a509b2-141b-4a0c-8301-2bdad508f03f,CrossCorrelation,7
e9a509b2-141b-4a0c-8301-2bdad508f03f,Multireg,17
744d86c2-e980-4943-8cf3-15c526ecf0ea,Polyfit,91
744d86c2-e980-4943-8cf3-15c526ecf0ea,CrossCorrelation,15
744d86c2-e980-4943-8cf3-15c526ecf0ea,Multireg,32
8cceb9d8-1e3c-40d1-8e89-e81f4a78a85d,Polyfit,104
8cceb9d8-1e3c-40d1-8e89-e81f4a78a85d,CrossCorrelation,17
8cceb9d8-1e3c-40d1-8e89-e81f4a78a85d,Multireg,34
d8912ea1-fd3e-46fa-bece-1a27ff4e98a5,Polyfit,5
d8912ea1-fd3e-46fa-bece-1a27ff4e98a5,CrossCorrelation,2
d8912ea1-fd3e-46fa-bece-1a27ff4e98a5,Multireg,9
fa2c41f6-a004-4c4a-9c99-310aa14c874c,Polyfit,8
fa2c41f6-a004-4c4a-9c99-310aa14c874c,CrossCorrelation,2
fa2c41f6-a004-4c4a-9c99-310aa14c874c,Multireg,9
a5656f1d-0709-4330-8d65-d0266889ca93,Polyfit,12
a5656f1d-0709-4330-8d65-d0266889ca93,CrossCorrelation,3
a5656f1d-0709-4330-8d65-d0266889ca93,Multireg,9
ffae3034-6b30-4075-a390-6a33851160ba,Polyfit,17
ffae3034-6b30-4075-a390-6a33851160ba,CrossCorrelation,3
ffae3034-6b30-4075-a390-6a33851160ba,Multireg,10
29265137-26a8-4561-95ff-a691e4249e43,Polyfit,12
29265137-26a8-4561-95ff-a691e4249e43,CrossCorrelation,3
29265137-26a8-4561-95ff-a691e4249e43,Multireg,10
3579e244-49f2-44ee-ac50-04b14f43302e,Polyfit,24
3579e244-49f2-44ee-ac50-04b14f43302e,CrossCorrelation,5
3579e244-49f2-44ee-ac50-04b14f43302e,Multireg,15
d659ebe6-0338-4e94-abb9-7b025eb4f4ea,Polyfit,29
d659ebe6-0338-4e94-abb9-7b025eb4f4ea,CrossCorrelation,6
d659ebe6-0338-4e94-abb9-7b025eb4f4ea,Multireg,17
ba28319b-b266-449f-821c-9da5ba0d41a1,Polyfit,31
ba28319b-b266-449f-821c-9da5ba0d41a1,CrossCorrelation,6
ba28319b-b266-449f-821c-9da5ba0d41a1,Multireg,17
564350b5-7059-4e1e-97b0-0bba3a68cade,Polyfit,32
564350b5-7059-4e1e-97b0-0bba3a68cade,CrossCorrelation,7
564350b5-7059-4e1e-97b0-0bba3a68cade,Multireg,18
26150b40-f559-4371-9990-0945429e1f59,Polyfit,94
26150b40-f559-4371-9990-0945429e1f59,CrossCorrelation,15
26150b40-f559-4371-9990-0945429e1f59,Multireg,32
0b56c038-5e19-4b38-911b-63606657e708,Polyfit,102
0b56c038-5e19-4b38-911b-63606657e708,CrossCorrelation,17
0b56c038-5e19-4b38-911b-63606657e708,Multireg,34
993a75f0-2bae-48d0-bc23-09f3e3cfef90,Polyfit,5
993a75f0-2bae-48d0-bc23-09f3e3cfef90,CrossCorrelation,2
993a75f0-2bae-48d0-bc23-09f3e3cfef90,Multireg,9
88152fa3-6c22-4775-8596-1549e299e19c,Polyfit,8
88152fa3-6c22-4775-8596-1549e299e19c,CrossCorrelation,2
88152fa3-6c22-4775-8596-1549e299e19c,Multireg,9
3ed42d3f-23fe-45d2-88aa-142824bdbdc7,Polyfit,11
3ed42d3f-23fe-45d2-88aa-142824bdbdc7,CrossCorrelation,2
3ed42d3f-23fe-45d2-88aa-142824bdbdc7,Multireg,9
8a477315-3628-4377-a270-57acbaa71c1a,Polyfit,12
8a477315-3628-4377-a270-57acbaa71c1a,CrossCorrelation,2
8a477315-3628-4377-a270-57acbaa71c1a,Multireg,10
19d43cfa-ee95-4eba-ba93-12f51c8eb6e0,Polyfit,12
19d43cfa-ee95-4eba-ba93-12f51c8eb6e0,CrossCorrelation,3
19d43cfa-ee95-4eba-ba93-12f51c8eb6e0,Multireg,9
b61d7192-84c3-4fe3-87da-de16d7def850,Polyfit,25
b61d7192-84c3-4fe3-87da-de16d7def850,CrossCorrelation,5
b61d7192-84c3-4fe3-87da-de16d7def850,Multireg,15
812acf77-1cdc-4e9e-9e96-11ee4674cb1e,Polyfit,30
812acf77-1cdc-4e9e-9e96-11ee4674cb1e,CrossCorrelation,6
812acf77-1cdc-4e9e-9e96-11ee4674cb1e,Multireg,34
a216952c-1710-4de5-80c9-17e2d9e19ecb,Polyfit,30
a216952c-1710-4de5-80c9-17e2d9e19ecb,CrossCorrelation,6
a216952c-1710-4de5-80c9-17e2d9e19ecb,Multireg,17
bf549310-641b-4290-a584-e45e249645fc,Polyfit,33
bf549310-641b-4290-a584-e45e249645fc,CrossCorrelation,7
bf549310-641b-4290-a584-e45e249645fc,Multireg,18
75932ba3-f385-43df-88dc-9b58ccb885a0,Polyfit,92
75932ba3-f385-43df-88dc-9b58ccb885a0,CrossCorrelation,15
75932ba3-f385-43df-88dc-9b58ccb885a0,Multireg,33
b197b63a-5a50-4585-95ff-df946b72ec81,Polyfit,104
b197b63a-5a50-4585-95ff-df946b72ec81,CrossCorrelation,18
b197b63a-5a50-4585-95ff-df946b72ec81,Multireg,34
e3bb2bd9-3dfb-4e84-932c-741eb8c9291f,Polyfit,5
e3bb2bd9-3dfb-4e84-932c-741eb8c9291f,CrossCorrelation,2
e3bb2bd9-3dfb-4e84-932c-741eb8c9291f,Multireg,9
67a377b8-b0c0-40d2-9df2-0bdab3b77ba2,Polyfit,8
67a377b8-b0c0-40d2-9df2-0bdab3b77ba2,CrossCorrelation,2
67a377b8-b0c0-40d2-9df2-0bdab3b77ba2,Multireg,9
56595306-8b73-44de-8310-00606880be8a,Polyfit,15
56595306-8b73-44de-8310-00606880be8a,CrossCorrelation,2
56595306-8b73-44de-8310-00606880be8a,Multireg,13
d1f45f54-faa9-46e2-9f15-fe1c9ac2293f,Polyfit,14
d1f45f54-faa9-46e2-9f15-fe1c9ac2293f,CrossCorrelation,2
d1f45f54-faa9-46e2-9f15-fe1c9ac2293f,Multireg,11
6baadf3d-2d49-4a31-951c-ee3cbe10dd7f,Polyfit,12
6baadf3d-2d49-4a31-951c-ee3cbe10dd7f,CrossCorrelation,4
6baadf3d-2d49-4a31-951c-ee3cbe10dd7f,Multireg,10
8f2ed31a-4764-419a-9e31-1c874a999ef8,Polyfit,25
8f2ed31a-4764-419a-9e31-1c874a999ef8,CrossCorrelation,5
8f2ed31a-4764-419a-9e31-1c874a999ef8,Multireg,15
1d06be4a-3029-4d38-926b-396ffb32cece,Polyfit,28
1d06be4a-3029-4d38-926b-396ffb32cece,CrossCorrelation,6
1d06be4a-3029-4d38-926b-396ffb32cece,Multireg,16
4341f1c3-e963-4ceb-b2f4-8f5d8eb92777,Polyfit,30
4341f1c3-e963-4ceb-b2f4-8f5d8eb92777,CrossCorrelation,6
4341f1c3-e963-4ceb-b2f4-8f5d8eb92777,Multireg,17
1e033bf4-3660-4fcf-a014-2c095bb8a8b3,Polyfit,32
1e033bf4-3660-4fcf-a014-2c095bb8a8b3,CrossCorrelation,7
1e033bf4-3660-4fcf-a014-2c095bb8a8b3,Multireg,17
2fc97bef-a65d-474c-b6d2-84a6bf8ae4ba,Polyfit,100
2fc97bef-a65d-474c-b6d2-84a6bf8ae4ba,CrossCorrelation,17
2fc97bef-a65d-474c-b6d2-84a6bf8ae4ba,Multireg,45
22cd82ca-68e3-430e-b859-508a845a7634,Polyfit,101
22cd82ca-68e3-430e-b859-508a845a7634,CrossCorrelation,17
22cd82ca-68e3-430e-b859-508a845a7634,Multireg,34
8fdff5f0-1e65-49d1-a8a2-67ef7b27aff8,Polyfit,5
8fdff5f0-1e65-49d1-a8a2-67ef7b27aff8,CrossCorrelation,2
8fdff5f0-1e65-49d1-a8a2-67ef7b27aff8,Multireg,9
6ab579b7-2961-4e73-b331-51c3c2eac6ca,Polyfit,8
6ab579b7-2961-4e73-b331-51c3c2eac6ca,CrossCorrelation,2
6ab579b7-2961-4e73-b331-51c3c2eac6ca,Multireg,9
2dcddcd3-5f55-433c-bef3-0797e7c8c82b,Polyfit,12
2dcddcd3-5f55-433c-bef3-0797e7c8c82b,CrossCorrelation,2
2dcddcd3-5f55-433c-bef3-0797e7c8c82b,Multireg,10
7ecdb0d1-db18-424e-b2e7-ac88b91a294a,Polyfit,12
7ecdb0d1-db18-424e-b2e7-ac88b91a294a,CrossCorrelation,2
7ecdb0d1-db18-424e-b2e7-ac88b91a294a,Multireg,9
4c72c617-4e9d-4997-8e98-c08411d69c85,Polyfit,13
4c72c617-4e9d-4997-8e98-c08411d69c85,CrossCorrelation,3
4c72c617-4e9d-4997-8e98-c08411d69c85,Multireg,10
a01d86bc-c84c-4c6b-83d2-b37df12e184a,Polyfit,24
a01d86bc-c84c-4c6b-83d2-b37df12e184a,CrossCorrelation,5
a01d86bc-c84c-4c6b-83d2-b37df12e184a,Multireg,15
9ba2a8bb-e9f9-4f72-9e67-d057618f607e,Polyfit,29
9ba2a8bb-e9f9-4f72-9e67-d057618f607e,CrossCorrelation,6
9ba2a8bb-e9f9-4f72-9e67-d057618f607e,Multireg,16
10aff42b-c9ca-4d72-80a0-54221595c066,Polyfit,31
10aff42b-c9ca-4d72-80a0-54221595c066,CrossCorrelation,6
10aff42b-c9ca-4d72-80a0-54221595c066,Multireg,17
db9156af-700e-469f-bd24-b3508d3d7f29,Polyfit,33
db9156af-700e-469f-bd24-b3508d3d7f29,CrossCorrelation,7
db9156af-700e-469f-bd24-b3508d3d7f29,Multireg,17
4e929e02-fd64-4f0d-b389-527ba4260c30,Polyfit,91
4e929e02-fd64-4f0d-b389-527ba4260c30,CrossCorrelation,15
4e929e02-fd64-4f0d-b389-527ba4260c30,Multireg,32
5b324f5e-3f10-4625-82eb-a8487f0e75cf,Polyfit,103
5b324f5e-3f10-4625-82eb-a8487f0e75cf,CrossCorrelation,17
5b324f5e-3f10-4625-82eb-a8487f0e75cf,Multireg,34
fca35d12-256a-49a6-b0e1-8e0edb33fb6c,Polyfit,5
fca35d12-256a-49a6-b0e1-8e0edb33fb6c,CrossCorrelation,2
fca35d12-256a-49a6-b0e1-8e0edb33fb6c,Multireg,9
